"year","unitid","inst_name","state_name","state_of_residence","type_of_freshman","enrollment_fall"
"2006","161554","University of Southern Maine","Maine","New York","Graduated from HS in past 12 months","9"
"2006","161554","University of Southern Maine","Maine","Delaware","Total","3"
"2006","161554","University of Southern Maine","Maine","Virginia","Graduated from HS in past 12 months","1"
"2006","161554","University of Southern Maine","Maine","New Hampshire","Total","34"
"2006","161554","University of Southern Maine","Maine","Massachusetts","Total","56"
"2006","161554","University of Southern Maine","Maine","Vermont","Total","21"
"2006","161554","University of Southern Maine","Maine","Georgia","Total","1"
"2006","161554","University of Southern Maine","Maine","Foreign countries","Total","4"
"2006","161554","University of Southern Maine","Maine","Maine","Total","770"
"2006","161554","University of Southern Maine","Maine","Total","Graduated from HS in past 12 months","835"
"2006","161554","University of Southern Maine","Maine","Colorado","Graduated from HS in past 12 months","2"
"2006","161554","University of Southern Maine","Maine","US total","Graduated from HS in past 12 months","833"
"2006","161554","University of Southern Maine","Maine","Total","Total","937"
"2006","161554","University of Southern Maine","Maine","Maine","Graduated from HS in past 12 months","682"
"2006","161554","University of Southern Maine","Maine","Colorado","Total","2"
"2006","161554","University of Southern Maine","Maine","Georgia","Graduated from HS in past 12 months","1"
"2006","161554","University of Southern Maine","Maine","New Hampshire","Graduated from HS in past 12 months","32"
"2006","161554","University of Southern Maine","Maine","Pennsylvania","Graduated from HS in past 12 months","1"
"2006","161554","University of Southern Maine","Maine","New York","Total","11"
"2006","161554","University of Southern Maine","Maine","Connecticut","Total","16"
"2006","161554","University of Southern Maine","Maine","Virginia","Total","2"
"2006","161554","University of Southern Maine","Maine","Massachusetts","Graduated from HS in past 12 months","56"
"2006","161554","University of Southern Maine","Maine","New Jersey","Graduated from HS in past 12 months","4"
